"nid","title","field_tipo_da_impress_o","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_material_7","field_pre_o_7","field_observa_o","field_fonte"
"12405","IV SEMANA DE FILOLOGIA","","2011","23","DLCV","ACADÊMICA","Prof.Dr.LUIZ ANTÔNIO LINDO","200","200","14X21","08/04/2011","1900 FLS DE PAPEL OFFSET 75GRS 66X96","R$ 380.00","200 FLS DE CARTÃO 240GRS 50X66","R$80.00","75 CHAPAS DE ALUMINIO POSITIVADUPLO OFICIO","R$450.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DLCV - Prof.Dr.LUIZ ANTÔNIO LINDO<br />
PROCESSO-09.1.369.8.0</p>
",""
"12406","S.O.S FAMÍLIA E ESCOLA","","2011","24","HUMANITAS","ADMINISTRAÇÃO","HELENA","500","228","14X21","08/04/2011","4.460 FLS DE PAPEL OFFSET 75GRS 66X96","R$ 892.00","500 FLS DE CARTÃO 240GRS 50X66","R$300.00","72 CHAPAS DE ALUMINIO POSITIVA DUPLO OFICIO","R$432.00","LAMINAÇÃO FOSCA","R$150.00","IMPRESSÃO DA CAPA 4 CORES","R$600.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL : HELENA<br />
INTEGRAL PARA HUMANITAS<br />
RECOLHIMENTO NA TESOURARIA</p>
",""
"12407","REVISTA LÍNGUA E LITERATURA Nº28","","2011","25","HUMANITAS","ADM","HELENA","200","340","A5","","3200 FLS DE PAPEL OFFSET 75GRS 66X96","R$ 640.00","150FLS DE CARTÃO240GRS 50X66","R$60.00","106 CHAPAS DE ALUMINIO DUPLO OFICIO OFFSET","R$636.00","IMPRESSÃO DA CAPA (1 COR)","R$150.00","PLASTIFICAÇÃO","R$45.00","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12408","REVISTA TRAD  TERM 16","","2011","26","HUMANITAS","ADMINISTRATIVA","ADMINISTRAÇÃO","200","472","16 X 22","","4.425 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 885.00","200 FLS DE CARTÃO 290 GRS 50 X 66","R$140.00","150 CHAPAS DE ALUMINIO DUPLO OFICIO OFF SET","R$900.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: INTEGRAL PARA A ADMINISTRAÇÃO. ( HELENA )</p>
",""
"12409","INFORME N º61-MARÇO/ ABRIL DE 2011","","2011","27","DIRETORIA","ADMINSTRATIVA","DORLI","1200","24"," A 4","","2.250 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 450.00","15 CHAPAS OFF SET  ALUMINIO DUPLO OFICIO","R$90.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: DORLI ( DIRETORIA)</p>
",""
"12410","O ITALIANO FALADO EM CURITIBA","","2011","28","HUMANITAS","ADMINISTRATIVA","HELENA","500","116","14 X 21","02/05/2011","2.270 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 454.00","37 CHAPAS DE ALUMINIO DUPLO OFICIO OFF SET","R$222.00"," CAPA VEM PRONTA","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (INTEGRAL PARA A HUMANITAS ( RECOLHIMENTO NA TESOURARIA)</p>
",""
"12411","JUDEUS EM TEMPOS DE GUERRA","","2011","29","HUMANITAS","ADMINISTRATIVA","HELENA","500","308"," 14 X 21","02/05/2011","6.015 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 1203.00","97 CGAPAS DE ALUMINIO DUPLO OFICIO OFF SET","R$582.00","CAPA VEM PRONTA","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( INTEGRAL PARA A HUMANITAS ( RECOLHIMENTO NA TESOURARIA)</p>
",""
"12412","REVISTA DE GEOGRAFIA Nº20","","2011","30","HUMANITAS","ADM","HELENA","200","138","21X26","11/05/2011","2.600 FLS DE PAPEL SULFITE 75GRS 66X96","R$ 520.00","200FLS DE CARTÃO 180GRS","R$80.00","125CHAPAS DE ALUMINIO DUPLO OFICIO","R$750.00","CAPA IMPRESSÃO 2 CORES","R$300.00","PLASTIFICAÇÃO","R$45.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSALVEL:HELENA<br />
FONTE PAGADORA :DEPTº GEOGRAFIA</p>
",""
"12413","CEUPES","","2011","31","CEUPES","ACADÊMICA","MAX LUIZ GIMENES","400","24","A4","","750FLS DE PAPEL JORNAL 52GRS","R$ 150.00","17 CHAPAS DE ALUMINIO DUPLO OFICIO","R$102.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:MAX LUIZ GIMENES<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12414","CADERNO ( EMÉRITO-PRFª.DRª.WALNICE NOGUEIRA CALVÃO )","","2011","32","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","ROSANGELA DUARTE VICENTE","250","24"," 15 X 21","","280 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 56.00","100 FLS DE PAPEL COLOR PLUS 180 GRS VERDE","R$150.00","10 CHAPAS DE ALUMINIO DUPLO OFICIO","R$60.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: ROSANGELA DUARTE VICENTE,( FONTE PAGADORA DIRETORIA )</p>
",""
"12415","CADERNO (EMÉRITO-PROFº.DRºULPIANO TOLEDO DE MENESES","","2011","33","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","ROSANGELA DUARTE VICENTE","250","36"," 15 X 21","","420 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 84.00","100 FLS DE PAPEL COLOR PLUS 180 GRS 66 X 96 AZUL","R$150.00","15 CHAPAS DE ALUMINIO DUPLO OFICIO","R$90.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: ROSANGELA DUARTE VICENTE ( FONTE PAGADORA DIRETORIA)</p>
",""
"12416","BOLETIM( INFORME-MAIO/JUNHO)","","2011","34","SERVIÇO DE COMUNICAÇÃO SOCIAL","ADMINISTRATIVA","PROFº MODESTO","1200","24"," A 4","10/06/2011","2.250 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 450.00","17 CHAPAS DE ALUMINIO DUPLO OFICIO OFF SET","R$102.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: PROFº MODESTO ( FONTE PAGADORA DIRETORIA )</p>
",""
"12417","TRAJETÓRIAS  INTELECTUAIS","","2011","35","HUMANITAS","ADMINISTRATIVA","HELENA","500","296","14 X 21","","5.800 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 1160.00","93 CHAPAS DE ALUMINIO DUPLO OFICIO","R$558.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA HUMANITAS ( RESPONSÁVEL HELENA ) RECOLHIMENTO NA TESOURARIA .</p>
",""
"12418","TRAD TREM N º 17","","2011","36","HUMANITAS","ADIMINISTRATIVA","HELENA","200","234","16 X 22","","2.200 FLS DE PAPEL OFF SET 75GRS 66 X 96","R$ 440.00","200 FLS DE CARTÃO","R$80.00","75 CHAPAS DE ALUMINIO DUPLO OFICIO","R$450.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( INTEGRAL PARA A ADMINISTRAÇÃO ).</p>
",""
"12419","CADERNO DE ÉTICA E FILOSOFIA POLÍTICA N º 16","","2011","38","HUMANITAS","ADMINISTRATIVA","HELENA","200","264"," 15 ,5X 21","","2.500 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 500.00","200 FLS DE CARTÃO 50 X 66","R$120.00","83 CHAPAS DE ALUMINIO DUPLO OFICIO","R$498.00","2 CORES DE CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO RESPONSÁVEL  : HELENA</p>
",""
"12420","A PEÇA IRLANDESA NO PALCO LONDRINO","","2011","37","HUMANITAS","ADMINISTRATIVA","HELENA","500","228"," 14 X 21","","4.450 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 890.00","71 CHAPAS DE ALUMINIO DUPLO OFICIO","R$426.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( IINTEGRAL PARA HUMANITAS) ( RECOLHIMENTO NA TESOURARIA )</p>
",""
"12421","CADERNO DE RESUMO ( FOURTHINTERNATIONAL )","","2011","39","DLM","ACADÊMICA","PROFª. DRª LAURA IZARRA","120","34"," A 5","04/07/2011","190 FLS DE PAPEL OFF SET 75 GRS 66","R$ 38.00","13 CHAPAS DE ALUMINIO DUPLO OFICIO","R$78.00","45 FLS DE PAPEL COLOR PLUS 66 X 96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL : PROFª.DRª.LAURA IZARRA (DEP.DE LETRAS MODERNAS FFLCH / USP )</p>
",""
"12422","OS MOTOBOYS NO GLOBO DA MORTE","","2011","40","HUMANITAS","ADMINISTRATIVA","HELENA","500","260"," 14 X 21","06/07/2011","5.080 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 1016.00","82 CHAPAS DE ALUMINIO DUPLO OFICIO","R$492.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( INTEGRAL PARA HUMANITAS) RECOLHIMENTO NA TESOURARIA .</p>
",""
"12423","REVISTA DE PSICOLOGIA Nº22/2","","2011","41","INSTITUTO DE PSICOLOGIA","ADM","HELENA","650","182","17,5X23","08/07/2011","9.245 FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 1849.00","115 CHAPAS DE ALUMINIO DUPLO OFICIOPOSITIVA","R$690.00","LASER FILME","R$900.00","CAPA 4 CORÊS","R$1900.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>PAGO PELO INSTITUTO DE PSICOLOGIA POR TRANSPOSIÇÃO ORÇAMENTARIA(RESPONSAVEL HELENA) REPASSAR R$1.800,00PARA A HUMANITAS REFERENTE AO FILME LASER E IMPRESSÃO DAS CAPAS.</p>
",""
"12424","LETRAS CLÁSSICAS Nº10","","2011","42","HUMANITAS","ADM","HELENA","500","268","16X22","12/07/2011","5250 FLS DE PAPEL SULFITE 75GRS 66X96","R$ 1050.00","85 CHAPAS POSITIVAS DUPLO OFICIO","R$510.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:HELENA<br />
INTEGRAL PARA AREA DE LETRAS CLÁSSICAS</p>
",""
"12425","RAPSÓDIA Nº5","","2011","43","HUMANITAS","ADM","HELENA","200","140","18X24","","2650 FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 530.00","200FLS DE CARTÃO 50X66","R$140.00","90CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$540.00","LAMINAÇÃO BRILHANTE","R$150.00","IMPRESSÃO DA CAPA 2 CORÊS","R$300.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:HELENA<br />
INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12326","Bem Vindo a Cidade de São Paulo","","2009","8","CCInt","Acadêmica","Diretoria","160","40","A5","04/02/2010","15 Chapas de Alumínio","","300 fls de papel off set 75 grs 66x96","R$54.00","( CAPA ) 70 fls de Cartão 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável Diretoria</p>
",""
"12327","Bem Vindo a Cidade de São Paulo","","2009","8","CCInt","Acadêmica","Diretoria","160","40","A5","04/02/2010","15 Chapas de Alumínio","","300 fls de papel off set 75 grs 66x96","R$54.00","( CAPA ) 70 fls de Cartão 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Diretoria</p>
",""
"12328","Bem Vindo à Cidade de São Paulo","","2010","8","CCInt","Acadêmica","Diretoria","160","40","A5","04/02/2010","15 Chapas de Alumínio","","300 fls de papel off set 75 grs 66x96","R$54.00","( CAPA ) 70 fls de Cartão 180 grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Diretoria</p>
",""
"12329","Manual do Calouro - Filosofia","","2010","9","Centro Acadêmico de Filosofia","Acadêmica","Diretoria","230","28","A5","05/02/2010","12 Chapas de Alumínio","","310 fls de papel off set 75 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável : Diretoria</p>
",""
"12330","Paisagens nº 08","","2010","10","Departamento de Geografia","Administração","Helena","200","66","21,5 x 28","05/02/2010","42 Chapas de Alumínio","","1.250 fls de papel off set 75 grs 66x96","R$225.00","( CAPA ) 200 fls de Cartão 180 grs 54x65","R$44.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsáve : Diretoria</p>
",""
"12331","Programa de Estudo Linguístico e Literário em Inglês","","2010","22","DLM Pós - Graduação","ADM","Profª. Drª. Maria Silvia Betti","500","4","A5","05/05/2010","2 Chapas off set duplo ofício","","80 fls de papel Pólen Rustic 80 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>Responsável: Profª. Drª. Maria Silvia Betti  ( Verba Proap )<br />
Reempressão de 4 páginas</p>
",""
"12332","INFORME Nº57 MAIO A AGOSTO DE 2010","","2010","24","DERVIÇO DE COMUNICAÇÃO SOCIAL","ADM","DIRETORIA","1200","20","A4","","15 CHAPAS DUPLO OFICIO POSITIVA","","1900 DE PAPEL RECICLADO 66X96","R$760.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL DIRETORIA</p>
",""
"12333","REVISTA DE FILOLOGIA 10/11","","2010","25","HUMANITAS","ADM","HELENA","500","452","16X22","","141 CHAPAS DUPLO OFICIO (POSITIVA)","","8.800 FLS DE PAPEL SULFITE 75GRS 66X96","R$1584.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA ADMINISTRAÇÃO</p>
",""
"12334","CADERNOS DE CURSOS DE GRADUAÇÃO (5)","","2010","26","SERVIÇO DE GRADUAÇÃO","ACADÊMICA","HILTON JOSÉ SOARES","200","15","16X22","","20 CHAPAS POSITIVA DUPLO OFICIO","R$ 97.00","150 FLS DE PAPEL OFF-SET 75GRS 66X96","R$27.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL :HILTON JOSÉ SOARES(SERVIÇO DE GRADUAÇÃO)</p>
",""
"12335","CADERNOS DE RESUMOS (SEMINÁRIO DE ANTROPOLOGIA URBANA)","","2010","27","DEPARTAMENTO DE ANTROPOLOGIA","ACADÊMICA","JACQUELINE - PRISCILA","500","152","15X21","","3000 FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 540.00","50 CHAPAS OFF-SET DUPLO OFICIO POSITIVA","","350 FLS DE CARTOLINA 54X65 AMARELO","R$77.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DEPARTAMENTO DE ANTROPOLOGIA<br />
PROCESSO:2010.1.2542.8.2</p>
",""
"12336","O CATÁLOGO DAS MULHERES","","2010","28","HUMANITAS","ADM","HELENA","500","304","14X21","","95 CHAPAS DUPLO OFICIO POSITIVA","","5950FLS DE PAPEL OFF-SET 75GRS 66X96","R$1071.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL :HELENA (HUMANITAS)<br />
RECOLHIMENTO NA TESOURARIA</p>
",""
"12337","REVISTA LINHA D""ÁGUA Nº19","","2010","29","HUMANITAS","ADM","HELENA","200","116","14,3X21","03/08/2010","37 CHAPAS DUPLO OFICIO POSITIVA","","1100 FLS DE PAPEL OFF-SET 75GRS 66X96","R$198.00","200 FLS DE CARTOLINA 240GRS 55X66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12338","REVISTA LINHA D''ÁGUA Nº 20","","2010","30","HUMANITAS","A D M","HELENA","200","184","14,3 X 21","06/08/2010","1750 FLS DE PAPEL OFF-SET 75 GRS 66 X 96","R$ 315.00","58 CHAPAS DE ALUMINIO POSITIVA","","200 FLS DE CARTÃO 240 GRS 54 X 66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12339","REVISTA LINHA D""ÁGUA Nº 21","","2010","31","HUMANITAS","A D M","HELENA","200","152","14,3 X 21","06/08/2010","48 CHAPAS DE ALUMINIO POSITIVAS","","1450 FLS DE PAPEL OFF-SET 75 GRS 66 X 96","R$261.00","200 FLS DE CARTÃO 240 GRS 54 X 66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12340","REVISTA LINHA D""ÁGUA Nº 22","","2010","22","HUMANITAS","A D M","HELENA","200","160","14,3 , 21","06/08/2010","50 CHAPAS DE ALUMINO POSITIVAS","","1500 FLS DE PAPEL OFF-SET 75 GRS 66 X 96","R$270.00","200 FLS DE CARTÃO 240 GRS 54 X 66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12341","REVISTA LINHA D""ÁGUA Nº 22","","2010","32","HUMANITAS","A D M","HELENA","200","160","14,3 X 21","06/08/2010","50 CHAPAS DE ALUMINIO POSITIVAS","","1500 FLS DE PAPEL OFF-SET 75 GRS 66 X 96","R$270.00","200 FLS DE CARTÃO 240 GRS 54 X 66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESP: ADMINISTRAÇÃO</p>
",""
"12342","O COMENTÄRIO PESHER","","2010","33","HUMANITAS","ADM","HELENA","500","312","16X22","11/08/2010","98 CHAPAS DE ALUMINIO DUPLO OFICIO","","6100 FLS DE PAPEL OFFSET 75 GRS 66X96","R$1098.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA HUMANITAS( RECOLHIMENTO NA TESOURARIA)</p>
",""
"12343","CADERNO DE ÈTICA E FILOSOFIA POLítica nº 14","","2010","34","humanitas","adm","HELENA","200","320","15,5X21","11/08/2010","100 CHAPAS DUPLO OFICIO POSITIVO","R$ 485.00","3000FLS DE PAPEL OFF SET 75 GRS 66X96","R$540.00","200 FLS DE CARTÃO 240 GRS 54X66","R$64.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A ADMINISTRAÇÃO.</p>
",""
"12344","ATAS DA III SEMANA DE FILOLOGIA NA USP","","2010","23","DLCV","ACADÊMICA","PRF. DR. LUIZ ANTONIO LINDO","200","236","A5","","75 CHAPAS DE ALUMINIO","","2.200 FLS DE PAPEL OFF SET 75 GRS 66X96","R$396.00","( CAPA) 75 FLS DE CARTÃO SUPREMO 250 GRS","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>( CAPA) -SUPREMO BRANCO.</p>
",""
"12345","OUTORGA DE PROFESSOR EMÈRITO:PRF.º CARLOA GUILHERME MOTA","","2010","21","SERVIÇO DE COMUNICAÇÃO SOCIAL","ACADÈMICA","DIRETORIA","400","52","A5","","20 CHAPA DE ALUMÌNIO","R$ 97.00","1000 FLS DE PAPEL OFF SET 75 GRS 66X96","R$180.00","(CAPA) 150 FLS DE CARTÃO VERGÊ AZUL 180 GRS 66X96","R$117.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÀVEL: DIRETORIA (CAPA) NA COR AZUL</p>
",""
"12346","OUTORGA DE PROFESSOR EMÉRITO : CARLOS GUILHERME MOTA","","2010","21","SERVIÇO DE COMUNICAÇÃO SOCIAL","ACADêmica","DIRETORA","400","52","A5","","20 CHAPAS DE ALUMINIO","R$ 97.00","1000 FLS DE PAPEL OFF SET 75 GRS 66X96","R$180.00","( CAPA) 150 FLS DE CARTÃO VERGÊ AZUL 180 GRS 66X96","R$117.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL DIRETORA ( CAPA ) NA COR AZUL</p>
",""
"12347","OUTORGA DE PROFESSOR EMÉRITO: PRF. CARLOS GUILHERME MOTA","","2010","21","SERVIÇO DE COMUNICAÇÃO SOCIAL","ACADÊMICA","DIRETORA","400","52","A5","","20 CHAPAS DE ALUMINIO","R$ 97.00","1000 FLS DE PAPEL OFF SET 75GRS 66X96","R$180.00","( CAPA) 150 FLS DE CARTÃO VERGÊ AZUL 180GRS 66X96","R$117.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: DIRETORIA (CAPA) NA COR AZUL</p>
",""
"12348","A IMAGEM DA LINGUAGEM NA OBRA DE GRACILIANO RAMOS (2º ed)","","2010","20","HUMANITAS","ADMINISTRAÇÃO","HELENA","500","112","14X21","","40 CHAPAS DE ALUMINIO","R$ 194.00","2200 FLS DE PAPEL OFF SET 75 GRS 66X96","R$396.00","(CAPA) 500 FLS DE CARTÃO 240 GRS 50X66","R$160.00","LAMINAÇÃO FOSCA","R$150.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>MARIA CELINA NOVAES (LINGUÍSTICA)</p>
",""
"12349","OS INDÍGENAS DO PLANALTO PAULISTA (2º ed)","","2010","19","HUMANITAS","ADMINISTRAÇÃO","HELENA","500","256","14X21","09/04/2010","80 CHAPAS DE ALUMÍNIO","R$ 388.00","5000FLS DE PAPEL OFF SET 75GRS 66X96","R$900.00","500 FLS DE CARTÃO 240 GRS 50X66","R$160.00","PLASTIFICAÇÃO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTERGRAL PARA A HUMANITAS (RE COLHIMENTO NA TESOURARIA)</p>
",""
"12350","OUTORGA DE PROFESSOR EMÉRITO: PRF.º CARLOS GUILHERME MOTA","","2010","21","SERVIÇO DE COMUNICAÇÃO SOCIAL","ACADÊMICA","DIRETORIA","400","52","A5","","20 CHAPAS DE ALUMÍNIO","R$ 97.00","1000FLS DE PAPEL OFF SET 75 GRS 66X96","R$180.00","( CAPA) 150 FLS DE CARTÃO VERGÊ AZUL 180 GRS 66X96","R$117.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÀVEL: DIRETORIA  ( CAPA) NA COR AZUL</p>
",""
"12351","INFORME  Nº56 MARÇO E ABRIL DE 2010","","2010","18","SERVIÇO COMUNICAÇÃO SOCIL","ADM","DIRETORIA","1200","24","A4","01/04/2010","17 CHAPAS POSITIVAS DUPLO OFICIO","","2250 FLS DE PAPEL RECICLADO","R$900.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL ( DIRETORIA).</p>
",""
"12352","ABEL 11","","2010","17","HUMANITAS","ADM","HELENA","200","244","21X28","","150 CHAPAS DUPLO OFICIO ( POSITIVA).","","4.500 FLS DE PAPEL OFF SET 75 GRS 66X96","R$810.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA HUMANITAS.</p>
",""
"12353","CADERNOS DE RECIENVENIDO 25","","2010","16","","","HELENA","700","48","16X22","","CHAPAS DE ALUMINIO","","1.300 FLS DE PAPEL OFF SET 75 GRS 66X96","R$234.00","(CAPA) 260 FLS DE PAPEL VERGÊ 180 GRS 66X96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>INTEGRAL PARA A HUMANITAS (RECOLIMENTO NA TESOURARIA).</p>
",""
"12354","","","2010","16","","","","","","","","Folhas de Papel Sulfute 75grs 66x96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
"12355","PRF. DR JOSÉ DE SOUZA MARTNS","","2010","15","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","DIRETORIA","300","52","A5","","20 CHAPAS DE ALUMÌNIO","R$ 97.00","700 FLS DE PAPEL OFFSET 75 GRS 66X96","R$126.00","( CAPA) 90 FLS DE CARTÃO COLOR PLUS MILANO 66X96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÀVEL : DIRETORA</p>
",""
"12356","TRADTERM Nº15","","2010","14","HUMANITAS","ADM","HELENA","200","240","16X22","","70 CHAPA DE ALUMÌNIO","","22000FLS DE PAPEL OFF SET 75 GRS 66X96","R$396.00","(CAPA) 200FLS DE CARTÂO 240GRS 50X66","R$64.00","PLASTIFICAÇÂO","R$45.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÀVEL: ADMINISTRAÇÃO</p>
",""
"12357","II ENCONTRO DE PÒS-GRADUAÇÃO EM ESTUDOS-EPED","","2010","13","PÓ-GRADUAÇÃO EM FILOOLGIA PORTUGUESA","ACADÈMICA","DIRETORIA","200","128","A5","","41 CHAPAS DE ALUMÌNIO","","1.200 FLS DE PAPEL OFF SET 75GRS 66X96","R$216.00","(CAPA ) 100 FLS DE CARTÃO 180 GRS 66X96","R$71.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÀVEL: DIRETORIA</p>
",""
"12358","INFORME 55","","2010","12","DIRETORIA","ADM","S.C.S","1500","8","A4","10/02/2010","6 CHAPAS OFF SET","","950 FLS PAPEL RECICLADO","R$380.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","",""
