"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"13085","Projeto Acadêmico da FFLCH","2018","36","Vice-Diretoria","Acadêmica","Professor Dr. Paulo Martins","700","28","A5","09/11/2018","766 Folhas de Papel Gráfico 75 g/m² - 66 x 96cm - R$ 0,14","R$ 107.24","12 Chapas Positivas de Alumínio para Catu 510 - R$ 3,92","R$47.04","263 Folhas de Papel Supremo 250 g/m² para impressão da capa - R$ 0,91","R$239.33","Laminação fosca","","Plastificação brilhante","","Impressão à cores","","","Plastificação brilhante","<p>Uma página à cores será confeccionada em impressora digital e inserida posteriormente ao miolo.</p>
","Diretoria da FFLCH"
"13081","Fôlderes para o evento ""Setembro Amarelo FFLCH 2018""","2018","35","Diretoria FFLCH (Srta. Juliana Costa - Assistência Administrativa)","Administrativa","Daniel de Almeida Torres de Brito","3000","2","A4","09/03/2018","470 Folhas de Papel Gráfico 75grs. - 66 x 96cm - R$ 0,14","R$ 65.80","04 Chapas positivas de alumínio - R$ 3,92","R$15.68","Impressão de Cores - 01 (Amarelo) - R$ 70,00","R$70.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Diretoria FFLCH"
"13079","Fornecimento de Papel para Cartazes - 1000 folhas de papel A3","2018","34","Centro Interdepartamental de Línguas","Administrativo","Eliane Vaz do Nascimento","1000","1","A3","08/28/2018","250 Folhas de papel gráfico de 75 gr/m³ - 66 x 96cm - R$ 0,14","R$ 35.00","Chapas positivas de alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Renda Industrial do Centro de Línguas"
"13076","Fornecimento de Papel Super Bond para cartazes - Secretaria do Depto. de Letras Orientais","2018","33","Secretaria do Departamento de Letras Orientais","Administrativa","Kátia Müller","400","1","A3","08/21/2018","25 Folhas de Papel Super Bond (Branco) 75 gr/m³ - 66 x 96cm - R$ 0,14","R$ 3.50","25 Folhas de Papel Super Bond (Rosa) 75 gr/m³ - 66 x 96cm - R$ 0,22","R$5.50","25 Folhas de Papel Super Bond (Amarelo) 75 gr/m³ - 66 x 96cm - R$ 0,18","R$4.50","25 Folhas de Papel Super Bond (Verde) 75 gr/m³ - 66 x 96cm - R$ 0,22","R$5.50","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Departamento de Letras Orientais"
"13074","Fornecimento de Papel para Certificados - ""XV Semana de Geografia da USP""","2018","32","Departamento de Geografia","Administrativo","Professora Dra. Glória da Anunciação Alves","1200","1","A4","08/21/2018","140 folhas de Papel Vergê Plus (Berilo) - 180 gr/m³ - 66 x 96cm - R$ 0,81","R$ 113.40","Chapas positivas de alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Departamento de Geografia"
"13072","Timbre de Envelopes (24x34cm)","2018","31","Setor Almoxarifado","Administrativoo","José Aparecido Irineu","20000","1","24x34cm","08/20/2018","20000 envelopes pardo 24x34cm","R$ 2600.00","Chapas positivas de alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Observação: Observação: Será pago o valor de R$780,00 referente aos 30% dos custos de<br />
serviços em virtude de material ter sido fornecido pelo setor de Almoxarifado , Os 30% sobre o total de materiais representa gastos com tintas, solventes. tinner, cola, algodão, blanqueta, restaurador etc.</p>
","Setor de Almoxarifado (Valor: R$ 780,00)"
"13070","Confecção de 12 blocos - ""Termo de Autorização de Uso (nome, voz e imagem) para o Serviço de Comunicação da FFLCH/USP","2018","30","Diretoria da FFLCH","Administrativa","Professor Dr. Paulo Martins","2400","1","A5","08/15/2018","85 folhas de papel Super Bond (azul) 75 gr/m³ 66 x 96cm - R$ 0,18","R$ 15.30","85 folhas de papel gráfico 75 gr/m³ 66 x 96cm - R$ 0,14","R$11.90","02 Chapas para Catu 510 - R$ 3,92","R$7.84","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Diretoria da FFLCH"
"13068","Fornecimento de papel (100 folhas A4 fibra longit)(1000 folhas de A4 sulfite)","2018","29","Dayane Esteves Nogueira ( Vice Diretoria)","Administrativa","Dayane Esteves Nogueira","1100","1","A4","08/07/2018","125 folhas de sulfite 75gras 66x96","R$ 17.50","15 folhas de papel fibra longit 180 gras 66x96","R$6.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável: Dayane Esteves Nogueira</p>
","Vice Diretoria"
"13066","Marcador de páginas para a Feira das Profissões 2018","2018","28","Diretoria da FFLCH","Acadêmica","Srta. Juliana Maria Costa","10000","1","A3","07/31/2018","250 Folhas de Papel Gráfico Supremo 275gr/m² 66 x 96cm - R$ 0,79","R$ 197.50","03 Chapas Positivas de Alumínio para a Impressora Heidelberg - R$ 11,35","R$34.05","01 Fotolito","R$35.00","Impressão das capas (cores - 01 Roxa)","R$70.00","Cartão para impressão da capa","","Laminação fosca","","","Plastificação brilhante","","Diretoria da FFLCH"
"13061","30 Blocos para Rascunho para Evento da Área de Assessoria de Imprensa","2018","27","Serviço de Comunicação Social","Administrativa","Eliana Bento da S. A. Barros","600","20","13 x 13cm","06/14/2018","20 Folhas de Papel Super Bond 75grs (66 x 96cm) - Azul - R$ 0,18","R$ 3.60","02 Folhas de Papel Kraft 75grs (66 x 96cm) - R$ 0,23","R$0.46","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Comunicação Social"
"13059","Fornecimento de Papel A3 - Student Guide","2018","26","Comissão de Cooperação Internacional - CCINT","Acadêmica","Srta. Vivian Pamella Viviani de Castro","1000","1","A3","06/12/2018","250 Folhas de Papel Gráfico de 90grs (66 x 96cm) - R$ 0,21","R$ 52.50","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Comissão de Cooperação Internacional - CCINT"
"13057","Fornecimento de Papel para o evento ""Simpósio 50 anos de 1968""","2018","25","Editora Humanitas / Departamento de História","Acadêmica","Srta. Maria Helena G. Rodrigues","810","1","Diversos","06/11/2018","20 Folhas de Papel Pólen Soft 80gr (66 x 96cm) - em A3 - R$ 0,40","R$ 8.00","15 Folhas de Papel Off-Set 90gr (66 x 96cm) - em A4 - R$ 0,21","R$3.15","50 Folhas de Papel Off-Set 75gr (66 x 96cm) - A4 - R$ 0,14","R$7.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Departamento de História"
"13055","Fornecimento de papel A4 para Diplomas de Títulos","2018","24","Comunicação Social","Administrativa","Sra. Eliana B. da S. A. Barros","500","1","A4","05/30/2018","70 Folhas de Papel Gráfico (Fibra Longit) 180 grs/m² - 66 x 96cm","R$ 28.00","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Comunicação Social"
"13053","Fornecimento de Papel para Cartazes A3 - Comunicação Social","2018","23","Comunicação Social","Administrativa","Sra. Eliana B. da S. A. Barros","37","1","A3","05/30/2018","13 Folhas de Papel Gráfico (Fibra Longit) 180 grs/m² - 66 x 96cm","R$ 5.20","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Comunicação Social"
"13047","Flyers: ""Democracias"" e Lutas Pós-Golpe","2018","22","CeUPES - Centro Universitário de Pesquisas e Estudos Sociais Ísis Dias de Oliveira","Acadêmica","ceUPES","500","2","A4","05/18/2018","79 Folhas de Papel Gráfico Alta Alvura 120grs (66 x 96cm)","R$ 18.96","02 Chapas Positivas de Alumínio - Catu 510","R$7.84","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","CeUPES - Centro Universitário de Pesquisas e Estudos Sociais Ísis Dias de Oliveira"
"13045","Convite Prof. Emérito Reginaldo Prandi","2018","21","Assistência Acadêmica","Acadêmica","Srta. Rosângela Duarte Vicente ","100","2","A4","05/15/2018","25 Folhas de Papel Vergê Diamante 180 grs (66 x 96cm)","R$ 15.00","03 Chapas Positivas de Alumínio","R$11.76","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Assistência Acadêmica"
"13043","Convite para a Cerimônia de Professora Emérita Raquel Glezer","2018","20","Assistência Acadêmica - FFLCH","Administrativa","Srta. Rosângela Duarte Vicente","100","2","A4","05/04/2018","19 Folhas de Papel Vergê (Diamante) 120 grs - 66 x 96cm - R$ 0,60","R$ 11.40","02 Chapas Positivas de Alumínio (Catu 510)","R$7.84","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Assistência Acadêmica - FFLCH"
"13041","Fornecimento de papel Alta Alvura 120grs para a Impressão de Folders","2018","19","Serviço de Comunicação Social","Administrativa","Wiviane Ribeiro","117","1","A4","04/19/2018","13 Folhas de Papel Gráfico Alta Alvura 120 grs. - 66 x 96cm","R$ 3.12","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Comunicação Social"
"13039","Fornecimento de cartão 180grs para Cartazes ""Dilemas da Democracia Brasileira - Homenagem a Paul Singer","2018","18","Serviço de Comunicação Social","Administrativa","Wiviane Ribeiro","200","1","A3","04/18/2018","50 Folhas de Papel fibra Longit 180grs 66x96","R$ 20.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Comunicação Social"
"13036","Papel A3 para Cartazes da XIII Semana de Filologia na USP","2018","17","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Sr. Walquir (Seção de Editoração e Distribuição da FFLCH) / Prof. Luiz Antonio","40","1","A3","04/16/2018","15 Folhas de Papel PólenSoft 80grs 66 x 96cm - R$ 0,40","R$ 6.00","Chapas positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Departamento de Letras Clássicas e Vernáculas - DLCV"
"13035","Folders para o XIII Semana de Filologia na USP","2018","16","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Sr. Walquir (Seção de Editoração e Distribuição da FFLCH) / Prof. Luiz Antonio","100","2","A4","04/16/2018","19 Folhas de Papel Gráfico 75grs (branco) - 66 x 96cm - R$ 0,14","R$ 2.66","03 Chapas Positivas de Alumínio","R$11.76","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Departamento de Letras Clássicas e Vernáculas - DLCV"
"13034","Blocos para rascunho: XIII Semana de Filologia na USP","2018","15","Departamento de Letras Clássicas e Vernáculas - DLCV","Acadêmica","Sr. Walquir (Seção de Editoração e Distribuição da FFLCH) / Prof. Luiz Antonio","150","20","A5","04/16/2018","282 Folhas de Papel Gráfico 75 gr (66 x 96cm) - R$ 0,14","R$ 39.48","03 Chapas Positivas de Alumínio para Off-Set Heidelberg - R$ 3,92","R$11.76","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Os blocos deverão possuir 20 páginas cada com kraft.</p>
","Departamento de Letras Clássicas e Vernáculas - DLCV"
"13018","Fornecimento de Papel A3 e Blocos para rascunho","2018","14","Departamento de Teoria Literária e Literatura Comparada - FLT/FFLCH","Administrativa","Srta. Maria Ângela","1300","1","A3 / Blocos 15x15cm","03/20/2018","75 Folhas de Papel Gráfico 75grs (66 x 96cm) - Branco para A3","R$ 10.50","42 Folhas de Papel Gráfico 75grs (66 x 96cm) - Branco para Blocos","R$5.88","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>*20 blocos com 50 folhas de papel gráfico (15 x 15 cm) - Obs: Sem kraft.</p>
","Departamento de Teoria Literária e Literatura Comparada - FLT/FFLCH"
"13016","Fornecimento de Papel Gráfico 120grs (Serviço de Pós-graduação) - 10 pacotes de 500 folhas","2018","13","Serviço de Pós-graduação","Administrativa","Regina Celi Sant' Ana","5000","1","A4","03/15/2018","556 Folhas de Papel Gráfico 90grs (66 x 96cm) - R$ 0,24","R$ 133.44","Chapas positivas de alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Pós-graduação"
"13014","Fornecimento de Papel Gráfico 90grs (Serviço de Pós-graduação) - 10 pacotes de 500 folhas","2018","12","Serviço de Pós-graduação","Administrativa","Regina Celi Sant Ana","5000","1","A4","03/13/2018","556 Folhas de Papel Gráfico 90grs (66 x 96cm) - R$ 0,21","R$ 116.76","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Pós-graduação - FFLCH"
"13012","Fornecimento de Papel para Folder - ""Mulher, Academia e Política""","2018","11","Serviço de Comunicação Social - FFLCH","Administrativa","Eliana B. da S. A. Barros","300","1","A4","03/07/2018","40 Folhas de Papel Gráfico 120grs - 66 x 96 cm - R$ 0,24","R$ 9.60","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Comunicação Social - FFLCH"
"13010","Fornecimento de Papel - Editora Humanitas","2018","10","Serviço de Editoração e Distribuição - Ed. Humanitas","Administrativa","Srta. Helena","600","1","A4","03/06/2018","30 Folhas de Papel Gráfico 90 grs (66 x 96cm) - R$ 0,21 por folha","R$ 6.30","40 Folhas de Papel Gráfico 120grs (66 x 96cm) - R$ 0,24 por folha","R$9.60","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Serviço de Editoração e Distribuição - Ed. Humanitas"
"13004","Fornecimento de papel para cartazes - Mulher, Academia e Política","2018","9","Seção de Serviços de Comunicação Social","Administrativa","Eliana B. da S. A. Barros","80","1","A3","02/26/2018","25 Folhas de Papel de Papel Gráfico 120 grs - 66 x 96cm","R$ 6.00","Chapas Positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Diretoria da FFLCH"
"12998","Fornecimento de Papel Supremo 250 grs - Centro de Línguas - FFLCH","2018","8","Centro de Línguas - FFLCH","Administrativa","Eliane Vaz do Nascimento","200","1","A4","02/09/2018","25 Folhas de Papel Supremo 250grs (66 x 96cm)","R$ 22.75","223 Folhas de Papel Gráfico 75 grs - 66 x 96cm","R$31.22","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Centro de Línguas - FFLCH"
"12996","Fornecimento de Papel para a Seção de Comunicação Social - FFLCH","2018","7","Comunicação Social","Administrativa","Eliana B. da S. A. Barros","200","1","A4","02/09/2018","25 Folhas de Papel Supremo 250grs (66 x 96cm)","R$ 22.75","Chapas positivas de Alumínio","","Fotolitos","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","","Seção de Comunicação Social - FFLCH"
